tempo,msd,msd_ajuste_potencia
2770,2514.4,2930.562908182362
2771,2469.8,2931.6386473367834
2772,2423.6,2932.7143930121565
2773,2433.0,2933.7901452061687
2774,2390.0,2934.8659039165086
2775,2381.8,2935.941669140867
2776,2341.6,2937.0174408769353
2777,2300.2,2938.0932191224083
2778,2312.0,2939.16900387498
2779,2319.4,2940.2447951323475
2780,2322.8,2941.3205928922102
2781,2334.6,2942.3963971522676
2782,2282.0,2943.4722079102226
2783,2265.8,2944.5480251637778
2784,2224.0,2945.623848910638
2785,2244.2,2946.699679148511
2786,2208.4,2947.7755158751056
2787,2245.8,2948.8513590881307
2788,2229.2,2949.9272087852987
2789,2276.2,2951.003064964322
2790,2229.2,2952.078927622917
2791,2218.6,2953.154796758799
2792,2184.0,2954.230672369687
2793,2209.8,2955.3065544533006
2794,2223.2,2956.382443007361
2795,2215.4,2957.4583380295912
2796,2248.8,2958.5342395177163
2797,2221.8,2959.610147469463
2798,2205.2,2960.6860618825576
2799,2212.2,2961.7619827547314
2800,2185.2,2962.8379100837146
2801,2185.8,2963.91384386724
2802,2198.8,2964.9897841030415
2803,2214.6,2966.0657307888555
2804,2198.8,2967.1416839224203
2805,2216.2,2968.2176435014735
2806,2251.6,2969.293609523757
2807,2229.8,2970.3695819870127
2808,2239.2,2971.445560888985
2809,2192.2,2972.521546227418
2810,2208.0,2973.5975380000605
2811,2169.0,2974.67353620466
2812,2199.6,2975.7495408389677
2813,2258.6,2976.825551900735
2814,2292.8,2977.9015693877154
2815,2278.6,2978.977593297664
2816,2288.0,2980.0536236283374
2817,2285.8,2981.1296603774936
2818,2276.0,2982.205703542893
2819,2258.6,2983.281753122296
2820,2243.6,2984.357809113466
2821,2230.6,2985.4338715141685
2822,2218.4,2986.509940322168
2823,2182.6,2987.586015535233
2824,2204.4,2988.662097151132
2825,2191.4,2989.738185167637
2826,2168.4,2990.8142795825192
2827,2181.0,2991.890380393553
2828,2210.4,2992.966487598514
2829,2245.0,2994.042601195179
2830,2245.2,2995.118721181327
2831,2244.2,2996.194847554738
2832,2289.2,2997.270980313193
2833,2339.4,2998.3471194544763
2834,2296.0,2999.4232649763717
2835,2271.4,3000.499416876666
2836,2247.6,3001.5755751531474
2837,2249.8,3002.6517398036053
2838,2304.8,3003.7279108258303
2839,2333.8,3004.8040882176156
2840,2286.4,3005.8802719767546
2841,2301.0,3006.956462101043
2842,2248.4,3008.0326585882785
2843,2261.8,3009.1088614362593
2844,2304.8,3010.185070642786
2845,2342.6,3011.26128620566
2846,2330.0,3012.3375081226845
2847,2344.2,3013.4137363916643
2848,2331.2,3014.4899710104073
2849,2294.6,3015.5662119767194
2850,2319.2,3016.642459288411
2851,2310.6,3017.7187129432928
2852,2326.0,3018.794972939177
2853,2349.0,3019.871239273878
2854,2356.4,3020.9475119452113
2855,2316.2,3022.0237909509938
2856,2359.2,3023.1000762890444
2857,2341.8,3024.1763679571823
2858,2371.6,3025.2526659532296
2859,2410.6,3026.32897027501
2860,2458.4,3027.4052809203467
2861,2508.2,3028.481597887067
2862,2482.8,3029.557921172998
2863,2489.0,3030.6342507759687
2864,2444.4,3031.71058669381
2865,2434.6,3032.786928924354
2866,2432.4,3033.863277465434
2867,2481.0,3034.9396323148853
2868,2510.8,3036.015993470545
2869,2524.2,3037.0923609302504
2870,2476.0,3038.168734691841
2871,2477.0,3039.245114753159
2872,2479.2,3040.3215011120465
2873,2501.8,3041.3978937663474
2874,2520.0,3042.474292713907
2875,2534.6,3043.5506979525726
2876,2487.6,3044.6271094801928
2877,2514.6,3045.7035272946177
2878,2530.4,3046.779951393699
2879,2483.4,3047.8563817752893
2880,2471.2,3048.932818437243
2881,2425.8,3050.009261377416
2882,2439.6,3051.085710593666
2883,2413.8,3052.1621660838523
2884,2388.8,3053.2386278458343
2885,2433.0,3054.3150958774745
2886,2411.2,3055.3915701766364
2887,2366.6,3056.4680507411836
2888,2409.2,3057.5445375689837
2889,2464.2,3058.6210306579037
2890,2481.2,3059.697530005813
2891,2471.4,3060.774035610582
2892,2434.8,3061.8505474700833
2893,2488.2,3062.9270655821897
2894,2522.4,3064.003589944776
2895,2484.2,3065.0801205557204
2896,2548.8,3066.156657412899
2897,2543.4,3067.2332005141925
2898,2559.6,3068.3097498574803
2899,2530.6,3069.3863054406465
2900,2512.4,3070.4628672615727
2901,2500.2,3071.5394353181455
2902,2458.8,3072.6160096082513
2903,2419.4,3073.692590129778
2904,2431.6,3074.7691768806153
2905,2393.0,3075.845769858654
2906,2458.8,3076.9223690617864
2907,2405.0,3077.9989744879063
2908,2426.0,3079.075586134909
2909,2431.4,3080.1522040006917
2910,2413.2,3081.2288280831517
2911,2347.4,3082.305458380189
2912,2308.4,3083.3820948897046
2913,2347.4,3084.4587376096006
2914,2391.6,3085.5353865377815
2915,2411.4,3086.612041672152
2916,2471.2,3087.688703010619
2917,2505.8,3088.7653705510907
2918,2454.4,3089.8420442914767
2919,2426.6,3090.9187242296875
2920,2486.4,3091.9954103636364
2921,2482.6,3093.072102691236
2922,2505.6,3094.1488012104023
2923,2479.4,3095.225505919052
2924,2533.6,3096.3022168151033
2925,2465.8,3097.378933896475
2926,2538.0,3098.4556571610883
2927,2565.8,3099.532386606865
2928,2574.8,3100.60912223173
2929,2557.8,3101.6858640336072
2930,2535.2,3102.7626120104237
2931,2522.6,3103.839366160107
2932,2541.2,3104.916126480587
2933,2514.6,3105.9928929697944
2934,2472.4,3107.0696656256605
2935,2485.0,3108.14644444612
2936,2482.8,3109.2232294291066
2937,2509.8,3110.3000205725566
2938,2486.8,3111.376817874409
2939,2521.8,3112.453621332602
2940,2543.2,3113.5304309450758
2941,2523.4,3114.607246709773
2942,2548.4,3115.684068624636
2943,2516.2,3116.76089668761
2944,2504.4,3117.837730896641
2945,2479.4,3118.9145712496766
2946,2481.2,3119.991417744665
2947,2530.6,3121.068270379557
2948,2552.8,3122.1451291523035
2949,2586.6,3123.221994060858
2950,2554.4,3124.298865103174
2951,2577.8,3125.3757422772087
2952,2625.2,3126.4526255809174
2953,2654.6,3127.52951501226
2954,2659.2,3128.6064105691953
